Index,Time (mS),CPU Frequency (MHz),CPU 0 Load (%),CPU 3 Load (%),CPU 4 Load (%),CPU 5 Load (%),CPU Load max,Used GR3D (%),GR3D Frequency (MHz),CPU Power (mW),GPU Power (mW),DDR Power (mW),Total Power (mW)
142,14200,1695.0,0,54,0,0,54,30.0,726.0,610.0,1448.0,1577.0,4493.0
143,14300,1749.0,0,50,0,0,50,44.0,726.0,610.0,1448.0,1596.0,4493.0
144,14400,1725.0,9,63,0,0,63,0.0,726.0,610.0,1448.0,1577.0,4474.0
145,14500,1748.0,0,45,0,0,45,99.0,726.0,610.0,1525.0,1634.0,4626.0
146,14600,1726.0,8,63,0,0,63,0.0,726.0,610.0,1448.0,1596.0,4493.0
147,14700,1667.0,0,45,0,0,45,99.0,726.0,534.0,1525.0,1615.0,4513.0
148,14800,1752.0,9,63,0,9,63,19.0,726.0,610.0,1448.0,1596.0,4493.0
149,14900,1689.0,9,54,0,0,54,99.0,726.0,610.0,1448.0,1596.0,4492.0
150,15000,1746.0,0,58,0,0,58,70.0,726.0,610.0,1525.0,1615.0,4588.0
151,15100,1689.0,9,63,0,0,63,0.0,726.0,610.0,1448.0,1596.0,4492.0
152,15200,1751.0,0,40,0,0,40,99.0,726.0,534.0,1525.0,1634.0,4531.0
153,15300,1742.0,0,63,8,0,63,6.0,726.0,610.0,1448.0,1596.0,4493.0
154,15400,1683.0,0,45,0,0,45,99.0,726.0,534.0,1525.0,1615.0,4512.0
155,15500,1738.0,0,63,0,0,63,43.0,726.0,610.0,1448.0,1596.0,4493.0
156,15600,1724.0,16,54,0,9,54,85.0,726.0,610.0,1525.0,1596.0,4570.0
157,15700,1742.0,0,50,0,8,50,92.0,726.0,610.0,1525.0,1615.0,4589.0
158,15800,1728.0,9,66,0,0,66,35.0,726.0,610.0,1448.0,1596.0,4492.0
159,15900,1746.0,0,45,0,0,45,99.0,726.0,610.0,1525.0,1634.0,4607.0
160,16000,1727.0,9,63,0,0,63,0.0,726.0,610.0,1448.0,1596.0,4493.0
161,16100,1666.0,0,50,0,0,50,99.0,726.0,534.0,1525.0,1615.0,4512.0
162,16200,1743.0,9,54,9,0,54,0.0,726.0,610.0,1448.0,1596.0,4493.0
163,16300,1679.0,0,54,8,8,54,99.0,726.0,534.0,1525.0,1596.0,4493.0
164,16400,1742.0,15,60,0,0,60,73.0,726.0,610.0,1448.0,1596.0,4493.0
165,16500,1725.0,0,54,0,0,54,55.0,726.0,610.0,1448.0,1596.0,4493.0
166,16600,1728.0,0,50,0,0,50,99.0,726.0,534.0,1448.0,1615.0,4435.0
167,16700,1727.0,0,66,8,0,66,3.0,726.0,610.0,1448.0,1577.0,4473.0
168,16800,1744.0,0,45,0,0,45,99.0,726.0,534.0,1525.0,1634.0,4531.0
169,16900,1726.0,9,66,0,0,66,0.0,726.0,610.0,1372.0,1577.0,4397.0
170,17000,1729.0,0,40,0,8,40,99.0,726.0,610.0,1525.0,1615.0,4588.0
171,17100,1727.0,0,70,0,0,70,0.0,726.0,610.0,1448.0,1596.0,4493.0
172,17200,1676.0,9,50,0,9,50,86.0,726.0,534.0,1448.0,1615.0,4435.0
173,17300,1746.0,8,50,9,0,50,0.0,726.0,610.0,1448.0,1596.0,4492.0
174,17400,1727.0,0,63,8,0,63,41.0,726.0,610.0,1448.0,1596.0,4492.0
175,17500,1749.0,0,45,0,0,45,99.0,726.0,610.0,1448.0,1615.0,4512.0
176,17600,1727.0,0,63,0,0,63,0.0,726.0,610.0,1448.0,1596.0,4512.0
177,17700,1681.0,9,45,0,0,45,99.0,726.0,610.0,1525.0,1634.0,4627.0
178,17800,1740.0,9,70,0,0,70,0.0,726.0,610.0,1448.0,1596.0,4512.0
179,17900,1677.0,0,45,0,0,45,73.0,726.0,534.0,1525.0,1615.0,4532.0
180,18000,1748.0,0,54,0,0,54,17.0,726.0,610.0,1448.0,1615.0,4512.0
181,18100,1727.0,9,66,0,0,66,21.0,726.0,610.0,1448.0,1596.0,4493.0
182,18200,1753.0,0,45,0,0,45,55.0,726.0,534.0,1525.0,1634.0,4531.0
183,18300,1726.0,15,63,0,0,63,0.0,726.0,610.0,1448.0,1577.0,4473.0
184,18400,1679.0,0,45,0,0,45,99.0,726.0,534.0,1525.0,1615.0,4512.0
185,18500,1747.0,0,63,0,0,63,0.0,726.0,610.0,1448.0,1596.0,4492.0
186,18600,1682.0,0,50,8,9,50,53.0,726.0,610.0,1525.0,1615.0,4588.0
187,18700,1743.0,41,27,0,0,41,6.0,726.0,610.0,1448.0,1596.0,4493.0
188,18800,1690.0,54,0,0,0,54,22.0,726.0,610.0,1448.0,1596.0,4493.0
189,18900,1752.0,63,9,0,0,63,17.0,726.0,610.0,1448.0,1596.0,4493.0
190,19000,1731.0,54,0,9,0,54,13.0,726.0,610.0,1448.0,1596.0,4512.0
191,19100,1740.0,18,45,0,0,45,25.0,726.0,610.0,1448.0,1596.0,4512.0
