Index,Time (mS),CPU Frequency (MHz),CPU 0 Load (%),CPU 3 Load (%),CPU 4 Load (%),CPU 5 Load (%),CPU Load max,Used GR3D (%),GR3D Frequency (MHz),CPU Power (mW),GPU Power (mW),DDR Power (mW),Total Power (mW)
101,10100,2073.0,23,63,8,0,63,37.0,1032.0,762.0,2286.0,1711.0,5597.0
102,10200,2073.0,9,63,0,0,63,0.0,1032.0,762.0,2210.0,1692.0,5502.0
103,10300,2028.0,0,63,0,0,63,0.0,1032.0,838.0,2210.0,1692.0,5578.0
104,10400,2023.0,0,54,0,0,54,0.0,1032.0,762.0,2286.0,1692.0,5578.0
105,10500,1995.0,9,0,54,0,54,67.0,1032.0,762.0,2286.0,1711.0,5597.0
106,10600,1422.0,40,8,18,0,40,99.0,1032.0,762.0,2362.0,1730.0,5711.0
107,10700,1766.0,36,0,27,0,36,21.0,1032.0,762.0,2286.0,1692.0,5597.0
108,10800,2017.0,0,0,72,0,72,0.0,1032.0,762.0,2210.0,1673.0,5502.0
109,10900,2025.0,0,0,54,0,54,71.0,1032.0,762.0,2210.0,1673.0,5502.0
110,11000,1804.0,9,0,54,0,54,99.0,1032.0,762.0,2286.0,1692.0,5597.0
111,11100,345.0,23,15,60,8,60,15.0,1032.0,762.0,2286.0,1711.0,5616.0
112,11200,346.0,9,0,66,8,66,0.0,1032.0,762.0,2286.0,1692.0,5597.0
113,11300,2029.0,0,0,63,0,63,0.0,1032.0,762.0,2210.0,1653.0,5482.0
114,11400,1994.0,8,0,63,9,63,0.0,1032.0,762.0,2210.0,1653.0,5463.0
115,11500,1678.0,0,0,58,0,58,99.0,1032.0,686.0,2362.0,1673.0,5559.0
116,11600,345.0,9,15,58,0,58,99.0,1032.0,686.0,2362.0,1692.0,5578.0
117,11700,345.0,0,0,54,8,54,92.0,1032.0,686.0,2286.0,1673.0,5483.0
118,11800,2070.0,0,0,63,0,63,0.0,1032.0,686.0,2286.0,1673.0,5483.0
119,11900,2072.0,15,0,60,0,60,0.0,1032.0,762.0,2286.0,1653.0,5539.0
120,12000,2026.0,0,8,63,0,63,0.0,1032.0,762.0,2210.0,1634.0,5444.0
121,12100,1964.0,16,16,58,8,58,76.0,1032.0,686.0,2286.0,1673.0,5483.0
122,12200,1667.0,0,0,60,15,60,88.0,1032.0,686.0,2362.0,1692.0,5578.0
123,12300,345.0,15,0,54,0,54,59.0,1032.0,686.0,2362.0,1692.0,5578.0
124,12400,345.0,0,0,58,0,58,39.0,1032.0,686.0,2362.0,1711.0,5597.0
125,12500,345.0,9,0,63,0,63,14.0,1032.0,686.0,2286.0,1692.0,5502.0
126,12600,498.0,9,0,58,0,58,0.0,1032.0,686.0,2286.0,1673.0,5483.0
127,12700,2068.0,9,9,72,0,72,0.0,1032.0,762.0,2286.0,1673.0,5559.0
128,12800,2022.0,0,0,58,0,58,42.0,1032.0,762.0,2286.0,1673.0,5559.0
129,12900,1958.0,9,8,55,8,55,64.0,1032.0,686.0,2286.0,1673.0,5483.0
130,13000,1689.0,23,0,58,0,58,78.0,1032.0,686.0,2362.0,1692.0,5578.0
131,13100,345.0,8,0,54,0,54,63.0,1032.0,762.0,2362.0,1711.0,5673.0
132,13200,345.0,9,0,58,0,58,41.0,1032.0,762.0,2362.0,1692.0,5654.0
133,13300,499.0,9,0,63,8,63,25.0,1032.0,686.0,2286.0,1692.0,5502.0
134,13400,2068.0,0,0,70,0,70,4.0,1032.0,762.0,2286.0,1653.0,5539.0
135,13500,2020.0,0,0,58,0,58,21.0,1032.0,762.0,2286.0,1653.0,5539.0
136,13600,1958.0,16,0,60,0,60,56.0,1032.0,686.0,2286.0,1673.0,5502.0
137,13700,1062.0,0,0,58,0,58,82.0,1032.0,686.0,2286.0,1692.0,5521.0
138,13800,653.0,16,0,63,0,63,79.0,1032.0,762.0,2286.0,1692.0,5597.0
139,13900,2069.0,0,0,63,0,63,0.0,1032.0,762.0,2286.0,1692.0,5597.0
140,14000,2017.0,0,0,63,0,63,0.0,1032.0,762.0,2210.0,1673.0,5502.0
141,14100,2024.0,9,8,54,8,54,49.0,1032.0,762.0,2210.0,1673.0,5502.0
142,14200,1960.0,9,0,60,0,60,57.0,1032.0,762.0,2286.0,1673.0,5578.0
143,14300,1805.0,0,0,54,0,54,75.0,1032.0,762.0,2362.0,1711.0,5692.0
144,14400,2063.0,0,0,58,0,58,87.0,1032.0,762.0,2362.0,1711.0,5673.0
145,14500,2038.0,0,0,60,0,60,0.0,1032.0,762.0,2362.0,1711.0,5692.0
146,14600,2069.0,9,0,63,0,63,0.0,1032.0,762.0,2286.0,1692.0,5597.0
147,14700,1994.0,0,9,70,0,70,0.0,1032.0,762.0,2286.0,1692.0,5597.0
148,14800,2026.0,9,0,54,0,54,36.0,1032.0,762.0,2286.0,1692.0,5597.0
149,14900,1962.0,8,0,50,0,50,53.0,1032.0,762.0,2362.0,1692.0,5673.0
150,15000,345.0,0,16,58,8,58,85.0,1032.0,762.0,2439.0,1711.0,5769.0
151,15100,345.0,9,0,63,0,63,76.0,1032.0,762.0,2362.0,1711.0,5673.0
152,15200,345.0,9,0,58,8,58,72.0,1032.0,762.0,2286.0,1711.0,5597.0
153,15300,499.0,8,0,63,0,63,50.0,1032.0,762.0,2286.0,1692.0,5578.0
154,15400,2072.0,18,8,33,30,33,0.0,1032.0,762.0,2286.0,1673.0,5559.0
155,15500,2025.0,0,0,0,54,54,0.0,1032.0,762.0,2210.0,1673.0,5483.0
156,15600,2026.0,16,0,8,63,63,90.0,1032.0,762.0,2286.0,1692.0,5578.0
157,15700,1958.0,0,0,0,54,54,95.0,1032.0,762.0,2362.0,1692.0,5654.0
158,15800,1740.0,23,8,8,54,54,66.0,1032.0,762.0,2362.0,1711.0,5673.0
159,15900,345.0,9,0,0,58,58,21.0,1032.0,762.0,2286.0,1711.0,5597.0
160,16000,345.0,16,0,0,63,63,5.0,1032.0,762.0,2286.0,1692.0,5578.0
161,16100,2072.0,0,0,0,63,63,0.0,1032.0,762.0,2210.0,1673.0,5483.0
162,16200,2021.0,9,0,0,63,63,0.0,1032.0,762.0,2210.0,1653.0,5463.0
163,16300,1960.0,9,0,0,54,54,99.0,1032.0,762.0,2286.0,1673.0,5559.0
164,16400,1735.0,9,0,0,60,60,99.0,1032.0,686.0,2362.0,1692.0,5578.0
165,16500,2058.0,0,0,0,64,64,0.0,1032.0,762.0,2286.0,1673.0,5559.0
166,16600,2073.0,9,36,9,36,36,0.0,1032.0,762.0,2210.0,1653.0,5463.0
167,16700,2020.0,9,0,0,63,63,0.0,1032.0,762.0,2210.0,1653.0,5463.0
168,16800,1962.0,0,0,0,54,54,72.0,1032.0,762.0,2210.0,1673.0,5483.0
169,16900,1666.0,9,0,0,63,63,92.0,1032.0,762.0,2362.0,1692.0,5654.0
170,17000,345.0,8,8,8,54,54,61.0,1032.0,762.0,2362.0,1711.0,5673.0
171,17100,345.0,9,8,0,63,63,15.0,1032.0,762.0,2286.0,1692.0,5578.0
172,17200,2022.0,0,0,0,63,63,0.0,1032.0,762.0,2134.0,1653.0,5387.0
173,17300,1961.0,0,8,0,63,63,80.0,1032.0,762.0,2210.0,1673.0,5483.0
174,17400,2035.0,0,0,8,54,54,99.0,1032.0,686.0,2286.0,1692.0,5502.0
175,17500,345.0,15,0,0,54,54,11.0,1032.0,686.0,2286.0,1711.0,5521.0
176,17600,652.0,36,0,0,36,36,0.0,1032.0,762.0,2210.0,1673.0,5483.0
177,17700,2062.0,9,0,0,63,63,0.0,1032.0,762.0,2210.0,1673.0,5483.0
178,17800,2022.0,9,0,9,60,60,0.0,1032.0,762.0,2210.0,1673.0,5502.0
179,17900,1881.0,0,27,8,41,41,78.0,1032.0,686.0,2286.0,1673.0,5502.0
180,18000,345.0,9,25,0,36,36,94.0,1032.0,686.0,2286.0,1711.0,5540.0
181,18100,2071.0,8,0,0,63,63,48.0,1032.0,686.0,2210.0,1673.0,5426.0
182,18200,2026.0,9,0,0,72,72,0.0,1032.0,762.0,2134.0,1653.0,5406.0
183,18300,2021.0,0,0,0,54,54,13.0,1032.0,762.0,2210.0,1673.0,5502.0
184,18400,1959.0,9,0,0,50,50,99.0,1032.0,686.0,2286.0,1692.0,5521.0
185,18500,2067.0,9,16,0,54,54,99.0,1032.0,686.0,2286.0,1711.0,5540.0
186,18600,2074.0,0,0,0,66,66,16.0,1032.0,762.0,2286.0,1692.0,5597.0
187,18700,2029.0,16,45,0,30,45,0.0,1032.0,762.0,2210.0,1634.0,5444.0
188,18800,1957.0,0,0,0,58,58,99.0,1032.0,686.0,2210.0,1653.0,5387.0
189,18900,1678.0,9,0,0,58,58,99.0,1032.0,686.0,2286.0,1673.0,5483.0
190,19000,499.0,16,8,8,54,54,99.0,1032.0,686.0,2286.0,1692.0,5502.0
191,19100,2068.0,9,0,0,72,72,0.0,1032.0,762.0,2210.0,1653.0,5482.0
192,19200,2026.0,9,0,0,60,60,0.0,1032.0,762.0,2134.0,1634.0,5387.0
193,19300,1963.0,0,0,0,54,54,92.0,1032.0,686.0,2286.0,1653.0,5482.0
194,19400,1672.0,9,0,0,58,58,99.0,1032.0,686.0,2362.0,1692.0,5597.0
195,19500,345.0,9,0,8,60,60,99.0,1032.0,686.0,2286.0,1673.0,5502.0
196,19600,2069.0,15,0,0,66,66,0.0,1032.0,686.0,2286.0,1653.0,5482.0
197,19700,2025.0,0,9,0,66,66,0.0,1032.0,762.0,2210.0,1634.0,5463.0
198,19800,2024.0,0,8,0,54,54,80.0,1032.0,762.0,2286.0,1653.0,5558.0
199,19900,1805.0,0,0,0,60,60,99.0,1032.0,762.0,2286.0,1673.0,5578.0
200,20000,345.0,16,0,15,54,54,99.0,1032.0,686.0,2286.0,1711.0,5540.0
201,20100,2073.0,63,8,0,0,63,0.0,1032.0,762.0,2210.0,1692.0,5502.0
202,20200,1995.0,0,0,0,63,63,0.0,1032.0,762.0,2134.0,1653.0,5406.0
203,20300,1994.0,0,8,0,60,60,88.0,1032.0,762.0,2286.0,1673.0,5559.0
204,20400,1744.0,45,0,0,16,45,99.0,1032.0,686.0,2286.0,1692.0,5502.0
205,20500,807.0,36,0,0,36,36,0.0,1032.0,686.0,2286.0,1692.0,5502.0
206,20600,2036.0,16,0,8,63,63,0.0,1032.0,762.0,2210.0,1673.0,5483.0
207,20700,2024.0,8,8,8,66,66,0.0,1032.0,762.0,2210.0,1673.0,5502.0
208,20800,1996.0,0,9,0,55,55,74.0,1032.0,762.0,2286.0,1692.0,5597.0
209,20900,1881.0,9,0,8,58,58,93.0,1032.0,686.0,2362.0,1711.0,5616.0
210,21000,499.0,9,0,8,58,58,55.0,1032.0,686.0,2362.0,1730.0,5635.0
211,21100,2034.0,30,0,0,27,30,6.0,1032.0,762.0,2286.0,1711.0,5616.0
212,21200,2003.0,45,9,0,36,45,0.0,1032.0,762.0,2210.0,1653.0,5482.0
213,21300,2020.0,0,0,0,54,54,54.0,1032.0,762.0,2286.0,1673.0,5578.0
214,21400,1959.0,9,0,0,54,54,73.0,1032.0,686.0,2286.0,1692.0,5521.0
215,21500,1267.0,16,9,0,54,54,79.0,1032.0,762.0,2362.0,1692.0,5673.0
216,21600,345.0,8,0,0,63,63,42.0,1032.0,762.0,2286.0,1673.0,5559.0
217,21700,2070.0,0,8,8,66,66,29.0,1032.0,762.0,2286.0,1653.0,5539.0
218,21800,2020.0,0,9,0,60,60,0.0,1032.0,762.0,2210.0,1653.0,5463.0
219,21900,1995.0,0,15,15,60,60,16.0,1032.0,762.0,2286.0,1673.0,5559.0
220,22000,1993.0,16,0,0,58,58,99.0,1032.0,686.0,2362.0,1692.0,5578.0
221,22100,345.0,8,0,7,54,54,99.0,1032.0,686.0,2362.0,1692.0,5578.0
222,22200,345.0,9,0,0,54,54,99.0,1032.0,686.0,2362.0,1711.0,5616.0
223,22300,2046.0,9,0,0,63,63,0.0,1032.0,762.0,2286.0,1692.0,5597.0
224,22400,2026.0,0,8,0,72,72,0.0,1032.0,762.0,2210.0,1653.0,5482.0
225,22500,2023.0,8,0,8,54,54,0.0,1032.0,762.0,2210.0,1673.0,5502.0
226,22600,1960.0,0,0,0,60,60,99.0,1032.0,686.0,2286.0,1673.0,5502.0
227,22700,1267.0,9,0,36,18,36,99.0,1032.0,686.0,2362.0,1692.0,5597.0
228,22800,345.0,9,0,25,27,27,44.0,1032.0,686.0,2362.0,1711.0,5616.0
229,22900,345.0,16,8,0,63,63,8.0,1032.0,686.0,2286.0,1692.0,5521.0
230,23000,2063.0,45,0,8,36,45,0.0,1032.0,762.0,2134.0,1653.0,5406.0
231,23100,2035.0,30,0,0,27,30,0.0,1032.0,762.0,2134.0,1653.0,5521.0
232,23200,1802.0,36,0,0,18,36,80.0,1032.0,686.0,2210.0,1673.0,5676.0
233,23300,345.0,16,0,0,60,60,99.0,1032.0,686.0,2286.0,1692.0,5867.0
234,23400,345.0,16,8,0,61,61,99.0,1032.0,686.0,2286.0,1692.0,5790.0
235,23500,498.0,9,0,8,66,66,0.0,1032.0,686.0,2134.0,1673.0,5561.0
236,23600,2025.0,0,0,0,63,63,0.0,1032.0,762.0,2134.0,1653.0,5560.0
237,23700,2027.0,9,0,8,63,63,0.0,1032.0,686.0,2210.0,1653.0,5521.0
238,23800,1881.0,0,0,0,54,54,99.0,1032.0,686.0,2210.0,1673.0,5503.0
239,23900,345.0,9,8,8,54,54,99.0,1032.0,686.0,2286.0,1692.0,5578.0
240,24000,345.0,0,0,0,63,63,0.0,1032.0,686.0,2286.0,1673.0,5540.0
241,24100,652.0,9,0,0,60,60,0.0,1032.0,762.0,2210.0,1653.0,5520.0
242,24200,2026.0,9,0,0,63,63,0.0,1032.0,762.0,2134.0,1653.0,5425.0
243,24300,2026.0,23,0,15,54,54,90.0,1032.0,686.0,2210.0,1653.0,5425.0
244,24400,1958.0,8,0,0,60,60,88.0,1032.0,762.0,2286.0,1673.0,5578.0
245,24500,1736.0,10,16,9,58,58,64.0,1032.0,762.0,2286.0,1692.0,5616.0
246,24600,345.0,16,0,0,58,58,51.0,1032.0,686.0,2286.0,1692.0,5540.0
247,24700,345.0,0,0,0,58,58,30.0,1032.0,686.0,2286.0,1692.0,5521.0
248,24800,345.0,8,0,0,66,66,7.0,1032.0,686.0,2286.0,1692.0,5540.0
249,24900,2072.0,16,0,9,60,60,0.0,1032.0,762.0,2210.0,1673.0,5502.0
250,25000,2028.0,0,0,0,63,63,0.0,1032.0,762.0,2210.0,1653.0,5482.0
251,25100,1994.0,16,23,0,60,60,48.0,1032.0,762.0,2286.0,1673.0,5578.0
252,25200,2034.0,16,0,9,54,54,51.0,1032.0,762.0,2286.0,1692.0,5597.0
253,25300,1727.0,8,0,0,58,58,89.0,1032.0,762.0,2362.0,1711.0,5692.0
254,25400,346.0,9,0,8,61,61,71.0,1032.0,762.0,2362.0,1711.0,5692.0
255,25500,499.0,9,8,0,72,72,15.0,1032.0,762.0,2210.0,1673.0,5502.0
256,25600,2026.0,0,0,0,60,60,20.0,1032.0,762.0,2134.0,1653.0,5406.0
257,25700,2021.0,9,0,16,54,54,42.0,1032.0,762.0,2210.0,1673.0,5502.0
258,25800,1959.0,0,9,0,58,58,62.0,1032.0,686.0,2286.0,1673.0,5502.0
259,25900,2072.0,15,15,8,60,60,88.0,1032.0,762.0,2286.0,1711.0,5616.0
260,26000,2072.0,0,0,0,60,60,67.0,1032.0,762.0,2210.0,1692.0,5521.0
261,26100,2068.0,9,0,0,63,63,0.0,1032.0,762.0,2210.0,1673.0,5502.0
262,26200,1994.0,0,0,8,63,63,0.0,1032.0,762.0,2210.0,1653.0,5482.0
263,26300,2033.0,0,0,0,54,54,96.0,1032.0,686.0,2210.0,1673.0,5426.0
264,26400,1728.0,0,8,8,54,54,99.0,1032.0,686.0,2286.0,1692.0,5521.0
265,26500,345.0,0,8,0,58,58,99.0,1032.0,686.0,2286.0,1711.0,5540.0
266,26600,345.0,16,0,0,66,66,0.0,1032.0,762.0,2286.0,1692.0,5597.0
267,26700,2072.0,0,0,0,63,63,0.0,1032.0,762.0,2210.0,1673.0,5483.0
268,26800,2025.0,0,0,8,60,60,0.0,1032.0,762.0,2210.0,1673.0,5483.0
269,26900,1996.0,8,8,0,58,58,71.0,1032.0,762.0,2286.0,1673.0,5559.0
270,27000,1881.0,9,0,0,60,60,95.0,1032.0,762.0,2362.0,1692.0,5654.0
271,27100,498.0,9,0,0,50,50,17.0,1032.0,762.0,2286.0,1692.0,5578.0
272,27200,346.0,9,8,8,66,66,3.0,1032.0,762.0,2286.0,1673.0,5559.0
273,27300,2022.0,0,8,8,66,66,0.0,1032.0,762.0,2210.0,1653.0,5463.0
274,27400,2027.0,9,0,0,60,60,70.0,1032.0,762.0,2210.0,1653.0,5463.0
275,27500,1665.0,16,0,0,54,54,99.0,1032.0,762.0,2286.0,1673.0,5559.0
276,27600,345.0,8,0,0,54,54,99.0,1032.0,686.0,2362.0,1673.0,5635.0
277,27700,1909.0,0,30,0,36,36,0.0,1032.0,762.0,2210.0,1653.0,5693.0
278,27800,2025.0,9,0,8,63,63,0.0,1032.0,762.0,2134.0,1634.0,5694.0
279,27900,1961.0,9,0,0,63,63,0.0,1032.0,762.0,2210.0,1653.0,5789.0
280,28000,2036.0,9,9,0,54,54,99.0,1032.0,686.0,2286.0,1673.0,5733.0
281,28100,345.0,0,0,0,54,54,97.0,1032.0,762.0,2286.0,1692.0,5770.0
282,28200,345.0,9,0,7,63,63,0.0,1032.0,762.0,2286.0,1692.0,5731.0
283,28300,345.0,8,0,0,63,63,0.0,1032.0,762.0,2286.0,1692.0,5693.0
284,28400,2023.0,0,0,0,66,66,0.0,1032.0,762.0,2210.0,1673.0,5579.0
285,28500,2026.0,9,15,8,54,54,6.0,1032.0,762.0,2286.0,1673.0,5635.0
286,28600,1670.0,0,0,8,63,63,99.0,1032.0,762.0,2362.0,1673.0,5692.0
287,28700,345.0,9,0,0,54,54,99.0,1032.0,762.0,2362.0,1692.0,5692.0
